customer_id,order_date,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST00376,2025-08-16,45,8,5532.45,4,3,5,12,Loyal Customers
CUST00377,2025-07-12,80,4,2214.32,3,1,3,7,At Risk
CUST00378,2025-06-23,99,1,1622.32,2,1,3,6,At Risk
CUST00379,2025-07-17,75,2,1029.97,3,1,2,6,At Risk
CUST00380,2025-08-22,39,6,3460.9,4,2,4,10,Loyal Customers
CUST00381,2025-04-01,182,1,597.86,1,1,1,3,Lost Customers
CUST00382,2025-08-16,45,2,766.55,4,1,1,6,At Risk
CUST00383,2025-09-22,8,6,4050.1099999999997,5,2,5,12,Loyal Customers
CUST00384,2025-09-04,26,1,470.31,4,1,1,6,At Risk
CUST00385,2025-07-29,63,7,5606.02,3,2,5,10,Loyal Customers
CUST00386,2025-09-30,0,6,4989.88,5,2,5,12,Loyal Customers
CUST00387,2025-08-21,40,1,721.21,4,1,1,6,At Risk
CUST00388,2025-08-24,37,5,2574.36,4,2,4,10,Loyal Customers
CUST00389,2025-09-16,14,9,6570.38,5,3,5,13,Champions
CUST00390,2025-08-07,54,2,1639.4299999999998,3,1,3,7,At Risk
CUST00391,2025-09-29,1,3,2830.86,5,1,4,10,Loyal Customers
CUST00392,2025-05-20,133,7,5290.95,2,2,5,9,Potential Loyalists
CUST00393,2025-09-18,12,2,2231.04,5,1,3,9,Potential Loyalists
CUST00394,2025-09-29,1,1,404.19,5,1,1,7,At Risk
CUST00395,2025-08-26,35,3,1418.71,4,1,2,7,At Risk
CUST00396,2025-09-20,10,5,3031.7799999999997,5,2,4,11,Loyal Customers
CUST00397,2025-07-13,79,11,9647.73,3,4,5,12,Loyal Customers
CUST00398,2025-09-22,8,4,2823.02,5,1,4,10,Loyal Customers
CUST00399,2025-01-11,262,4,2749.65,1,1,4,6,At Risk
CUST00400,2025-08-17,44,1,402.05,4,1,1,6,At Risk
CUST00401,2025-07-26,66,1,568.99,3,1,1,5,Lost Customers
CUST00402,2025-05-21,132,3,1410.06,2,1,2,5,Lost Customers
CUST00403,2025-09-09,21,2,2029.3200000000002,4,1,3,8,Potential Loyalists
CUST00404,2025-03-21,193,6,4631.52,1,2,5,8,Potential Loyalists
CUST00405,2025-09-28,2,1,282.03,5,1,1,7,At Risk
CUST00406,2025-09-20,10,3,997.27,5,1,2,8,Potential Loyalists
CUST00407,2025-09-12,18,1,1569.01,5,1,3,9,Potential Loyalists
CUST00408,2025-08-21,40,7,4155.91,4,2,5,11,Loyal Customers
CUST00409,2025-08-03,58,7,4946.35,3,2,5,10,Loyal Customers
CUST00410,2025-09-29,1,2,1365.22,5,1,2,8,Potential Loyalists
CUST00411,2025-01-20,253,1,1756.76,1,1,3,5,Lost Customers
CUST00412,2024-04-19,529,1,1486.51,1,1,2,4,Lost Customers
CUST00413,2025-09-04,26,3,1644.89,4,1,3,8,Potential Loyalists
CUST00414,2025-09-27,3,1,311.44,5,1,1,7,At Risk
CUST00415,2025-06-02,120,2,2282.07,2,1,3,6,At Risk
CUST00416,2025-09-02,28,2,1020.28,4,1,2,7,At Risk
CUST00417,2025-05-02,151,4,2750.0299999999997,1,1,4,6,At Risk
CUST00418,2025-09-25,5,2,1919.75,5,1,3,9,Potential Loyalists
CUST00419,2025-06-24,98,2,1795.1,2,1,3,6,At Risk
CUST00420,2025-09-12,18,4,4050.29,5,1,5,11,Loyal Customers
CUST00421,2025-09-30,0,7,5557.389999999999,5,2,5,12,Loyal Customers
CUST00422,2025-05-28,125,2,1075.03,2,1,2,5,Lost Customers
CUST00423,2025-05-18,135,3,2349.76,2,1,3,6,At Risk
CUST00424,2025-06-09,113,2,1297.49,2,1,2,5,Lost Customers
CUST00425,2025-06-09,113,2,1502.44,2,1,2,5,Lost Customers
CUST00426,2025-07-15,77,2,1478.25,3,1,2,6,At Risk
CUST00427,2025-09-29,1,2,331.53,5,1,1,7,At Risk
CUST00428,2025-07-18,74,5,2817.05,3,2,4,9,Potential Loyalists
CUST00429,2025-09-24,6,1,432.48,5,1,1,7,At Risk
CUST00430,2025-09-08,22,3,2369.81,4,1,3,8,Potential Loyalists
CUST00431,2025-04-29,154,2,903.65,1,1,2,4,Lost Customers
CUST00432,2025-06-10,112,4,5036.07,2,1,5,8,Potential Loyalists
CUST00433,2025-08-25,36,6,4884.34,4,2,5,11,Loyal Customers
CUST00434,2024-12-11,293,2,1034.35,1,1,2,4,Lost Customers
CUST00435,2025-03-14,200,3,1740.56,1,1,3,5,Lost Customers
CUST00436,2025-08-12,49,4,2770.92,3,1,4,8,Potential Loyalists
CUST00437,2025-05-02,151,1,729.22,1,1,1,3,Lost Customers
CUST00438,2025-07-28,64,3,2466.39,3,1,3,7,At Risk
CUST00439,2025-06-03,119,3,1981.34,2,1,3,6,At Risk
CUST00440,2025-07-28,64,1,325.03,3,1,1,5,Lost Customers
CUST00441,2025-03-03,211,1,786.67,1,1,2,4,Lost Customers
CUST00442,2025-07-23,69,8,4905.34,3,3,5,11,Loyal Customers
CUST00443,2025-01-08,265,3,1694.35,1,1,3,5,Lost Customers
CUST00444,2025-02-10,232,1,520.84,1,1,1,3,Lost Customers
CUST00445,2025-09-04,26,1,1594.8,4,1,3,8,Potential Loyalists
CUST00446,2025-09-04,26,1,521.16,4,1,1,6,At Risk
CUST00447,2025-08-25,36,7,3091.4,4,2,4,10,Loyal Customers
CUST00448,2025-05-17,136,5,4291.91,2,2,5,9,Potential Loyalists
CUST00449,2025-03-05,209,2,661.52,1,1,1,3,Lost Customers
CUST00450,2025-08-17,44,1,862.9,4,1,2,7,At Risk
CUST00451,2025-09-01,29,4,3636.0,4,1,4,9,Potential Loyalists
CUST00452,2025-01-17,256,6,1929.85,1,2,3,6,At Risk
CUST00453,2025-09-13,17,4,3032.93,5,1,4,10,Loyal Customers
CUST00454,2025-09-17,13,4,2655.42,5,1,4,10,Loyal Customers
CUST00455,2024-12-31,273,3,1616.76,1,1,3,5,Lost Customers
CUST00456,2025-05-06,147,4,3440.2,2,1,4,7,At Risk
CUST00457,2024-11-13,321,2,1371.21,1,1,2,4,Lost Customers
CUST00458,2025-09-26,4,2,1371.81,5,1,2,8,Potential Loyalists
CUST00459,2025-02-05,237,3,2928.0299999999997,1,1,4,6,At Risk
CUST00460,2025-09-11,19,11,9241.95,5,4,5,14,Champions
CUST00461,2025-03-20,194,4,1579.47,1,1,3,5,Lost Customers
CUST00462,2025-08-26,35,3,2689.5,4,1,4,9,Potential Loyalists
CUST00463,2025-09-01,29,4,5048.68,4,1,5,10,Loyal Customers
CUST00464,2025-06-16,106,10,6495.79,2,3,5,10,Loyal Customers
CUST00465,2025-04-06,177,1,1298.74,1,1,2,4,Lost Customers
CUST00466,2025-09-05,25,10,5238.91,4,3,5,12,Loyal Customers
CUST00467,2025-09-27,3,2,1180.98,5,1,2,8,Potential Loyalists
CUST00468,2025-03-16,198,2,1077.8600000000001,1,1,2,4,Lost Customers
CUST00469,2025-09-11,19,3,1886.95,5,1,3,9,Potential Loyalists
CUST00470,2025-04-17,166,5,3508.62,1,2,4,7,At Risk
CUST00471,2025-05-27,126,1,307.23,2,1,1,4,Lost Customers
CUST00472,2025-06-08,114,3,2846.8,2,1,4,7,At Risk
CUST00473,2025-06-01,121,6,3513.72,2,2,4,8,Potential Loyalists
CUST00474,2025-09-08,22,3,1652.35,4,1,3,8,Potential Loyalists
CUST00475,2025-08-22,39,9,6914.04,4,3,5,12,Loyal Customers
CUST00476,2025-05-13,140,7,6233.25,2,2,5,9,Potential Loyalists
CUST00477,2025-08-01,60,4,3034.67,3,1,4,8,Potential Loyalists
CUST00478,2025-08-30,31,2,862.04,4,1,2,7,At Risk
CUST00479,2025-01-04,269,1,319.34,1,1,1,3,Lost Customers
CUST00480,2025-05-05,148,7,4227.82,1,2,5,8,Potential Loyalists
CUST00481,2025-08-18,43,2,934.12,4,1,2,7,At Risk
CUST00482,2025-08-29,32,4,2177.14,4,1,3,8,Potential Loyalists
CUST00483,2025-06-15,107,7,4120.83,2,2,5,9,Potential Loyalists
CUST00484,2025-07-30,62,5,5407.55,3,2,5,10,Loyal Customers
CUST00485,2025-02-14,228,5,2971.02,1,2,4,7,At Risk
CUST00486,2025-08-17,44,1,810.16,4,1,2,7,At Risk
CUST00487,2025-09-01,29,7,2642.71,4,2,4,10,Loyal Customers
CUST00488,2025-02-25,217,4,2427.65,1,1,3,5,Lost Customers
CUST00489,2025-03-04,210,1,963.44,1,1,2,4,Lost Customers
CUST00490,2025-09-23,7,1,557.54,5,1,1,7,At Risk
CUST00491,2025-06-25,97,1,540.89,2,1,1,4,Lost Customers
CUST00492,2025-07-31,61,6,5426.94,3,2,5,10,Loyal Customers
CUST00493,2025-06-14,108,2,1757.06,2,1,3,6,At Risk
CUST00494,2025-09-19,11,1,660.15,5,1,1,7,At Risk
CUST00495,2025-08-16,45,2,2001.5900000000001,4,1,3,8,Potential Loyalists
CUST00496,2025-08-26,35,1,1586.18,4,1,3,8,Potential Loyalists
CUST00497,2025-04-24,159,1,1724.62,1,1,3,5,Lost Customers
CUST00498,2025-09-06,24,2,970.31,4,1,2,7,At Risk
CUST00499,2025-09-12,18,3,2917.37,5,1,4,10,Loyal Customers
CUST00500,2025-08-18,43,3,3208.81,4,1,4,9,Potential Loyalists
CUST00501,2025-09-10,20,4,2834.75,5,1,4,10,Loyal Customers
CUST00502,2025-09-13,17,2,1615.2400000000002,5,1,3,9,Potential Loyalists
CUST00503,2025-08-13,48,7,4458.49,3,2,5,10,Loyal Customers
CUST00504,2025-09-15,15,1,1602.01,5,1,3,9,Potential Loyalists
CUST00505,2025-05-28,125,1,1027.23,2,1,2,5,Lost Customers
CUST00506,2025-08-23,38,9,8243.95,4,3,5,12,Loyal Customers
CUST00507,2025-06-02,120,2,3345.6800000000003,2,1,4,7,At Risk
CUST00508,2025-05-05,148,1,717.51,1,1,1,3,Lost Customers
CUST00509,2025-09-09,21,1,954.21,4,1,2,7,At Risk
CUST00510,2025-04-21,162,4,3630.48,1,1,4,6,At Risk
CUST00511,2025-09-25,5,4,2778.7,5,1,4,10,Loyal Customers
CUST00512,2025-09-14,16,4,2468.63,5,1,3,9,Potential Loyalists
CUST00513,2025-09-03,27,8,5289.39,4,3,5,12,Loyal Customers
CUST00514,2025-06-29,93,1,1687.55,2,1,3,6,At Risk
CUST00515,2025-09-24,6,2,1540.13,5,1,2,8,Potential Loyalists
CUST00516,2025-09-03,27,1,623.59,4,1,1,6,At Risk
CUST00517,2025-08-02,59,5,2777.25,3,2,4,9,Potential Loyalists
CUST00518,2025-09-07,23,1,226.9,4,1,1,6,At Risk
CUST00519,2025-07-11,81,1,412.42,3,1,1,5,Lost Customers
CUST00520,2025-09-28,2,5,3130.28,5,2,4,11,Loyal Customers
CUST00521,2025-08-19,42,7,3626.0699999999997,4,2,4,10,Loyal Customers
CUST00522,2024-06-25,462,1,1688.22,1,1,3,5,Lost Customers
CUST00523,2025-09-01,29,3,2606.67,4,1,4,9,Potential Loyalists
CUST00524,2025-09-19,11,10,7161.96,5,3,5,13,Champions
CUST00525,2025-02-22,220,4,1916.75,1,1,3,5,Lost Customers
CUST00526,2025-09-28,2,1,1131.41,5,1,2,8,Potential Loyalists
CUST00527,2025-06-09,113,6,5554.469999999999,2,2,5,9,Potential Loyalists
CUST00528,2025-09-16,14,1,556.1,5,1,1,7,At Risk
CUST00529,2025-07-29,63,1,1129.52,3,1,2,6,At Risk
CUST00530,2025-08-04,57,3,2183.4300000000003,3,1,3,7,At Risk
CUST00531,2025-08-18,43,2,648.41,4,1,1,6,At Risk
CUST00532,2025-06-04,118,4,4895.42,2,1,5,8,Potential Loyalists
CUST00533,2025-09-26,4,1,149.0,5,1,1,7,At Risk
CUST00534,2025-07-18,74,5,3110.46,3,2,4,9,Potential Loyalists
CUST00535,2025-05-15,138,5,5156.9,2,2,5,9,Potential Loyalists
CUST00536,2025-08-06,55,4,4432.75,3,1,5,9,Potential Loyalists
CUST00537,2025-09-28,2,1,447.58,5,1,1,7,At Risk
CUST00538,2025-07-22,70,6,4026.69,3,2,5,10,Loyal Customers
CUST00539,2025-07-27,65,8,7874.25,3,3,5,11,Loyal Customers
CUST00540,2025-08-05,56,7,5087.94,3,2,5,10,Loyal Customers
CUST00541,2025-05-21,132,5,3404.94,2,2,4,8,Potential Loyalists
CUST00542,2025-08-07,54,1,576.88,3,1,1,5,Lost Customers
CUST00543,2025-03-17,197,4,2320.55,1,1,3,5,Lost Customers
CUST00544,2025-07-07,85,2,2284.46,3,1,3,7,At Risk
CUST00545,2025-09-29,1,1,603.57,5,1,1,7,At Risk
CUST00546,2025-09-27,3,2,2127.37,5,1,3,9,Potential Loyalists
CUST00547,2025-08-22,39,1,1001.24,4,1,2,7,At Risk
CUST00548,2025-04-18,165,1,858.7,1,1,2,4,Lost Customers
CUST00549,2025-05-21,132,2,1035.57,2,1,2,5,Lost Customers
CUST00550,2025-09-19,11,1,525.8,5,1,1,7,At Risk
CUST00551,2025-09-05,25,3,1964.0,4,1,3,8,Potential Loyalists
CUST00552,2025-09-26,4,1,567.45,5,1,1,7,At Risk
CUST00553,2024-12-11,293,4,3183.11,1,1,4,6,At Risk
CUST00554,2025-09-23,7,3,1402.26,5,1,2,8,Potential Loyalists
CUST00555,2025-08-16,45,3,1924.03,4,1,3,8,Potential Loyalists
CUST00556,2025-09-04,26,1,936.16,4,1,2,7,At Risk
CUST00557,2025-09-14,16,6,4460.42,5,2,5,12,Loyal Customers
CUST00558,2024-08-27,399,2,679.0699999999999,1,1,1,3,Lost Customers
CUST00559,2025-09-29,1,2,1344.49,5,1,2,8,Potential Loyalists
CUST00560,2025-02-11,231,1,1135.13,1,1,2,4,Lost Customers
CUST00561,2025-09-26,4,1,256.33,5,1,1,7,At Risk
CUST00562,2025-01-14,259,2,899.8599999999999,1,1,2,4,Lost Customers
CUST00563,2025-06-17,105,2,887.86,2,1,2,5,Lost Customers
CUST00564,2025-05-23,130,8,4592.1900000000005,2,3,5,10,Loyal Customers
CUST00565,2025-08-22,39,1,275.55,4,1,1,6,At Risk
CUST00566,2025-09-08,22,1,657.76,4,1,1,6,At Risk
CUST00567,2025-09-27,3,8,4922.05,5,3,5,13,Champions
CUST00568,2025-08-27,34,1,482.12,4,1,1,6,At Risk
CUST00569,2025-06-09,113,1,430.0,2,1,1,4,Lost Customers
CUST00570,2025-04-15,168,3,2545.7200000000003,1,1,3,5,Lost Customers
CUST00571,2025-08-29,32,1,598.14,4,1,1,6,At Risk
CUST00572,2025-08-10,51,6,3305.75,3,2,4,9,Potential Loyalists
CUST00573,2025-05-28,125,5,2912.39,2,2,4,8,Potential Loyalists
CUST00574,2025-09-25,5,7,5871.91,5,2,5,12,Loyal Customers
CUST00575,2025-07-09,83,1,548.72,3,1,1,5,Lost Customers
CUST00576,2025-08-15,46,2,799.27,4,1,2,7,At Risk
CUST00577,2025-07-20,72,5,3560.2299999999996,3,2,4,9,Potential Loyalists
CUST00578,2024-09-19,376,2,3054.7200000000003,1,1,4,6,At Risk
CUST00579,2025-09-20,10,1,301.68,5,1,1,7,At Risk
CUST00580,2025-07-18,74,1,713.84,3,1,1,5,Lost Customers
CUST00581,2025-07-16,76,2,1527.79,3,1,2,6,At Risk
CUST00582,2024-12-18,286,1,392.06,1,1,1,3,Lost Customers
CUST00583,2025-01-10,263,4,3652.46,1,1,4,6,At Risk
CUST00584,2025-07-09,83,1,591.05,3,1,1,5,Lost Customers
CUST00585,2025-06-09,113,8,5368.63,2,3,5,10,Loyal Customers
CUST00586,2025-05-25,128,4,1853.61,2,1,3,6,At Risk
CUST00587,2025-09-12,18,1,275.79,5,1,1,7,At Risk
CUST00588,2025-07-16,76,1,649.95,3,1,1,5,Lost Customers
CUST00589,2025-07-21,71,5,4196.7699999999995,3,2,5,10,Loyal Customers
CUST00590,2025-05-13,140,3,3961.05,2,1,4,7,At Risk
CUST00591,2025-07-23,69,2,1767.15,3,1,3,7,At Risk
CUST00592,2025-09-10,20,2,1084.48,5,1,2,8,Potential Loyalists
CUST00593,2025-09-01,29,5,3602.31,4,2,4,10,Loyal Customers
CUST00594,2025-07-01,91,1,448.78,2,1,1,4,Lost Customers
CUST00595,2025-09-10,20,5,2849.27,5,2,4,11,Loyal Customers
CUST00596,2025-08-11,50,4,2927.96,3,1,4,8,Potential Loyalists
CUST00597,2025-08-09,52,4,3041.18,3,1,4,8,Potential Loyalists
CUST00598,2025-09-23,7,2,1082.0300000000002,5,1,2,8,Potential Loyalists
CUST00599,2025-04-14,169,4,2898.52,1,1,4,6,At Risk
CUST00600,2025-01-10,263,3,1248.1399999999999,1,1,2,4,Lost Customers
CUST00601,2025-07-22,70,1,537.85,3,1,1,5,Lost Customers
CUST00602,2025-07-01,91,1,171.18,2,1,1,4,Lost Customers
CUST00603,2025-09-20,10,9,4869.21,5,3,5,13,Champions
CUST00604,2025-07-02,90,1,761.72,2,1,1,4,Lost Customers
CUST00605,2025-04-23,160,5,3199.79,1,2,4,7,At Risk
CUST00606,2025-06-02,120,1,240.15,2,1,1,4,Lost Customers
CUST00607,2025-01-24,249,3,2332.76,1,1,3,5,Lost Customers
CUST00608,2025-09-03,27,3,2455.49,4,1,3,8,Potential Loyalists
CUST00609,2025-09-24,6,5,4581.16,5,2,5,12,Loyal Customers
CUST00610,2025-09-08,22,5,3975.59,4,2,4,10,Loyal Customers
CUST00611,2025-02-07,235,4,3472.66,1,1,4,6,At Risk
CUST00612,2025-08-13,48,2,2120.98,3,1,3,7,At Risk
CUST00613,2025-09-26,4,6,4895.57,5,2,5,12,Loyal Customers
CUST00614,2025-03-18,196,1,267.96,1,1,1,3,Lost Customers
CUST00615,2025-08-27,34,1,446.03,4,1,1,6,At Risk
CUST00616,2025-08-25,36,5,2628.3,4,2,4,10,Loyal Customers
CUST00617,2025-09-16,14,10,5456.37,5,3,5,13,Champions
CUST00618,2025-06-30,92,2,1570.53,2,1,3,6,At Risk
CUST00619,2025-09-28,2,5,2211.2000000000003,5,2,3,10,Loyal Customers
CUST00620,2025-07-02,90,1,449.48,2,1,1,4,Lost Customers
CUST00621,2025-06-30,92,1,348.53,2,1,1,4,Lost Customers
CUST00622,2025-04-03,180,3,2009.7800000000002,1,1,3,5,Lost Customers
CUST00623,2025-06-14,108,4,1945.71,2,1,3,6,At Risk
CUST00624,2025-02-10,232,1,270.09,1,1,1,3,Lost Customers
CUST00625,2025-07-26,66,4,2155.58,3,1,3,7,At Risk
CUST00626,2025-09-21,9,2,1214.38,5,1,2,8,Potential Loyalists
CUST00627,2025-07-17,75,3,2765.27,3,1,4,8,Potential Loyalists
CUST00628,2025-08-02,59,4,1509.63,3,1,2,6,At Risk
CUST00629,2025-08-17,44,1,442.4,4,1,1,6,At Risk
CUST00630,2025-06-29,93,3,2512.7,2,1,3,6,At Risk
CUST00631,2025-07-24,68,10,6076.9,3,3,5,11,Loyal Customers
CUST00632,2025-07-31,61,1,1078.63,3,1,2,6,At Risk
CUST00633,2025-08-28,33,1,1619.36,4,1,3,8,Potential Loyalists
CUST00634,2025-06-04,118,4,1711.76,2,1,3,6,At Risk
CUST00635,2025-05-19,134,1,1016.46,2,1,2,5,Lost Customers
CUST00636,2025-07-20,72,2,2158.95,3,1,3,7,At Risk
CUST00637,2025-08-01,60,5,5246.29,3,2,5,10,Loyal Customers
CUST00638,2025-04-10,173,6,3093.33,1,2,4,7,At Risk
CUST00639,2024-09-26,369,3,2753.19,1,1,4,6,At Risk
CUST00640,2025-05-23,130,1,641.86,2,1,1,4,Lost Customers
CUST00641,2025-08-26,35,6,5481.38,4,2,5,11,Loyal Customers
CUST00642,2025-09-12,18,3,1654.45,5,1,3,9,Potential Loyalists
CUST00643,2025-04-28,155,1,1091.34,1,1,2,4,Lost Customers
CUST00644,2025-07-14,78,7,3822.27,3,2,4,9,Potential Loyalists
CUST00645,2025-01-21,252,3,2730.59,1,1,4,6,At Risk
CUST00646,2025-06-05,117,6,5934.01,2,2,5,9,Potential Loyalists
CUST00647,2025-07-28,64,1,507.52,3,1,1,5,Lost Customers
CUST00648,2025-08-30,31,1,1298.17,4,1,2,7,At Risk
CUST00649,2025-05-29,124,6,3181.62,2,2,4,8,Potential Loyalists
CUST00650,2025-08-02,59,3,2622.0099999999998,3,1,4,8,Potential Loyalists
CUST00651,2025-08-27,34,7,5105.77,4,2,5,11,Loyal Customers
CUST00652,2025-07-17,75,4,4491.29,3,1,5,9,Potential Loyalists
CUST00653,2025-08-29,32,2,2037.83,4,1,3,8,Potential Loyalists
CUST00654,2025-09-22,8,6,5827.77,5,2,5,12,Loyal Customers
CUST00655,2025-07-13,79,8,5295.41,3,3,5,11,Loyal Customers
CUST00656,2025-07-25,67,4,3207.37,3,1,4,8,Potential Loyalists
CUST00657,2025-07-29,63,4,1287.49,3,1,2,6,At Risk
CUST00658,2025-02-23,219,2,2355.97,1,1,3,5,Lost Customers
CUST00659,2025-09-14,16,1,883.27,5,1,2,8,Potential Loyalists
CUST00660,2025-08-18,43,1,573.43,4,1,1,6,At Risk
CUST00661,2025-04-03,180,3,1105.96,1,1,2,4,Lost Customers
CUST00662,2025-05-29,124,1,852.96,2,1,2,5,Lost Customers
CUST00663,2025-07-28,64,8,5700.78,3,3,5,11,Loyal Customers
CUST00664,2025-09-10,20,1,237.27,5,1,1,7,At Risk
CUST00665,2025-08-26,35,9,6480.29,4,3,5,12,Loyal Customers
CUST00666,2025-09-27,3,1,540.99,5,1,1,7,At Risk
CUST00667,2025-09-05,25,5,5036.26,4,2,5,11,Loyal Customers
CUST00668,2025-08-19,42,2,952.4100000000001,4,1,2,7,At Risk
CUST00669,2025-08-04,57,3,2774.7599999999998,3,1,4,8,Potential Loyalists
CUST00670,2025-01-31,242,4,3756.69,1,1,4,6,At Risk
CUST00671,2025-09-28,2,8,5453.93,5,3,5,13,Champions
CUST00672,2025-05-12,141,1,434.37,2,1,1,4,Lost Customers
CUST00673,2025-06-04,118,1,1297.2,2,1,2,5,Lost Customers
CUST00674,2025-08-05,56,8,4178.67,3,3,5,11,Loyal Customers
CUST00675,2025-05-23,130,5,6478.51,2,2,5,9,Potential Loyalists
CUST00676,2025-09-24,6,1,714.17,5,1,1,7,At Risk
CUST00677,2025-09-24,6,1,291.61,5,1,1,7,At Risk
CUST00678,2025-03-18,196,2,1145.87,1,1,2,4,Lost Customers
CUST00679,2025-07-09,83,8,6252.95,3,3,5,11,Loyal Customers
CUST00680,2025-02-27,215,1,1087.83,1,1,2,4,Lost Customers
CUST00681,2025-03-03,211,1,1372.4,1,1,2,4,Lost Customers
CUST00682,2025-09-11,19,1,1238.23,5,1,2,8,Potential Loyalists
CUST00683,2025-09-30,0,3,3422.7,5,1,4,10,Loyal Customers
CUST00684,2025-05-13,140,4,2472.73,2,1,3,6,At Risk
CUST00685,2025-09-28,2,1,1158.09,5,1,2,8,Potential Loyalists
CUST00686,2025-05-26,127,3,1409.0900000000001,2,1,2,5,Lost Customers
CUST00687,2025-06-05,117,5,4129.24,2,2,5,9,Potential Loyalists
CUST00688,2025-09-17,13,5,3552.34,5,2,4,11,Loyal Customers
CUST00689,2025-07-22,70,4,4514.3099999999995,3,1,5,9,Potential Loyalists
CUST00690,2025-09-26,4,5,5697.91,5,2,5,12,Loyal Customers
CUST00691,2025-07-31,61,3,2927.57,3,1,4,8,Potential Loyalists
CUST00692,2025-08-03,58,3,1850.73,3,1,3,7,At Risk
CUST00693,2025-05-06,147,5,6136.5,2,2,5,9,Potential Loyalists
CUST00694,2025-07-18,74,1,345.14,3,1,1,5,Lost Customers
CUST00695,2025-03-16,198,1,616.85,1,1,1,3,Lost Customers
CUST00696,2025-08-21,40,5,4814.21,4,2,5,11,Loyal Customers
CUST00697,2025-01-26,247,4,3657.69,1,1,4,6,At Risk
CUST00698,2025-09-16,14,8,5318.95,5,3,5,13,Champions
CUST00699,2025-08-14,47,4,2191.5099999999998,3,1,3,7,At Risk
CUST00700,2025-08-12,49,4,3589.62,3,1,4,8,Potential Loyalists
CUST00701,2025-05-31,122,5,6476.26,2,2,5,9,Potential Loyalists
CUST00702,2025-07-15,77,6,8044.75,3,2,5,10,Loyal Customers
CUST00703,2025-06-18,104,1,360.06,2,1,1,4,Lost Customers
CUST00704,2025-09-08,22,4,3057.83,4,1,4,9,Potential Loyalists
CUST00705,2025-09-18,12,1,872.61,5,1,2,8,Potential Loyalists
CUST00706,2025-09-28,2,1,439.07,5,1,1,7,At Risk
CUST00707,2025-03-25,189,3,2254.12,1,1,3,5,Lost Customers
CUST00708,2025-08-16,45,6,5342.67,4,2,5,11,Loyal Customers
CUST00709,2025-05-24,129,1,1966.47,2,1,3,6,At Risk
CUST00710,2025-09-14,16,8,5514.42,5,3,5,13,Champions
CUST00711,2025-09-11,19,8,5430.3,5,3,5,13,Champions
CUST00712,2025-09-26,4,4,1928.79,5,1,3,9,Potential Loyalists
CUST00713,2025-09-27,3,9,9076.15,5,3,5,13,Champions
CUST00714,2025-08-21,40,6,2681.75,4,2,4,10,Loyal Customers
CUST00715,2025-09-05,25,3,954.63,4,1,2,7,At Risk
CUST00716,2025-09-24,6,6,2828.0600000000004,5,2,4,11,Loyal Customers
CUST00717,2025-09-30,0,1,884.85,5,1,2,8,Potential Loyalists
CUST00718,2025-06-05,117,2,697.62,2,1,1,4,Lost Customers
CUST00719,2025-04-15,168,4,2610.39,1,1,4,6,At Risk
CUST00720,2024-12-13,291,5,3086.61,1,2,4,7,At Risk
CUST00721,2025-09-16,14,1,1856.99,5,1,3,9,Potential Loyalists
CUST00722,2025-08-31,30,1,256.54,4,1,1,6,At Risk
CUST00723,2025-07-23,69,1,546.81,3,1,1,5,Lost Customers
CUST00724,2025-09-22,8,2,1014.94,5,1,2,8,Potential Loyalists
CUST00725,2025-05-12,141,3,2162.5,2,1,3,6,At Risk
CUST00726,2025-06-24,98,10,7976.49,2,3,5,10,Loyal Customers
CUST00727,2025-09-22,8,5,3822.01,5,2,4,11,Loyal Customers
CUST00728,2025-07-26,66,1,396.38,3,1,1,5,Lost Customers
CUST00729,2025-05-13,140,1,1324.83,2,1,2,5,Lost Customers
CUST00730,2025-02-10,232,2,1923.08,1,1,3,5,Lost Customers
CUST00731,2025-05-17,136,2,1457.58,2,1,2,5,Lost Customers
CUST00732,2025-09-24,6,1,402.61,5,1,1,7,At Risk
CUST00733,2025-07-26,66,3,1661.19,3,1,3,7,At Risk
CUST00734,2025-07-03,89,5,4981.82,2,2,5,9,Potential Loyalists
CUST00735,2025-09-18,12,4,1973.4,5,1,3,9,Potential Loyalists
CUST00736,2025-07-26,66,3,1727.68,3,1,3,7,At Risk
CUST00737,2025-09-06,24,1,872.88,4,1,2,7,At Risk
CUST00738,2025-07-14,78,1,545.24,3,1,1,5,Lost Customers
CUST00739,2025-09-06,24,1,1047.95,4,1,2,7,At Risk
CUST00740,2025-01-12,261,5,4065.24,1,2,5,8,Potential Loyalists
CUST00741,2025-02-17,225,3,1798.7,1,1,3,5,Lost Customers
CUST00742,2025-08-12,49,2,1288.91,3,1,2,6,At Risk
CUST00743,2025-09-29,1,5,2957.78,5,2,4,11,Loyal Customers
CUST00744,2025-07-27,65,2,1108.58,3,1,2,6,At Risk
CUST00745,2025-09-29,1,1,1077.53,5,1,2,8,Potential Loyalists
CUST00746,2025-04-06,177,2,1625.12,1,1,3,5,Lost Customers
CUST00747,2025-09-19,11,1,1123.87,5,1,2,8,Potential Loyalists
CUST00748,2025-08-03,58,7,4244.5,3,2,5,10,Loyal Customers
CUST00749,2025-09-19,11,2,1514.65,5,1,2,8,Potential Loyalists
CUST00750,2025-08-12,49,3,2474.98,3,1,3,7,At Risk
CUST00751,2025-09-15,15,1,657.24,5,1,1,7,At Risk
